feature,importance
"City_Ponnani, India",2.257330411641269e-05
"City_Lar, India",2.257249099495229e-05
"City_Solan, India",2.2529521974026455e-05
"City_Bhiwandi, India",2.249394202143111e-05
"City_Ramgarh, India",2.2343568248910443e-05
"City_Tiruchirappalli, India",2.2267590834048697e-05
"City_Purnia, India",2.223651025539065e-05
"City_Mokameh, India",2.2102145517694594e-05
"City_Phalodi, India",2.1842508379293898e-05
"City_Bhagalpur, India",2.180001871974857e-05
"City_Tarikere, India",2.1729802246263705e-05
"City_Vinukonda, India",2.146152909011041e-05
"City_Madurai, India",2.142727353076164e-05
"City_Rayachoti, India",2.1029115371671856e-05
"City_Jalandhar, India",2.092348626094925e-05
"City_Shirpur-Warwade, India",2.0843475937519823e-05
"City_Rasra, India",2.0823666350701566e-05
"City_English Bazar, India",2.0813831917825605e-05
"City_Tarakeswar, India",2.076499150597165e-05
"City_Manendragarh, India",2.0754535385275025e-05
"City_Ranipet, India",2.071190551385066e-05
"City_Sangole, India",2.06833807737404e-05
"City_Thiruvananthapuram, India",2.0564801409784073e-05
"City_Amalapuram, India",2.053112441348677e-05
"City_Kanhangad, India",2.0529693862206985e-05
"City_Yavatmal, India",2.038400016675799e-05
"City_Khambhat, India",2.0215693497585654e-05
"City_Warora, India",2.0129732100664105e-05
"City_Vadodara, India",1.989414563741302e-05
"City_Rajsamand, India",1.9881354696646625e-05
"City_Baripada Town, India",1.9845762088321625e-05
"City_Taliparamba, India",1.9614902979908157e-05
"City_Karimganj, India",1.957887865405563e-05
"City_Mahasamund, India",1.952932049814509e-05
"City_Terdal, India",1.9306813653844232e-05
"City_Nepanagar, India",1.9278658162538634e-05
"City_Jhargram, India",1.924336760886795e-05
"City_Kot Kapura, India",1.915449917174168e-05
"City_Siwan, India",1.9012785677319292e-05
"City_Padra, India",1.893142310383354e-05
"City_Mulbagal, India",1.8906505260011647e-05
"City_Umred, India",1.8842500884570352e-05
"City_Ajmer, India",1.8828212284216305e-05
"City_Shivamogga, India",1.878135012160571e-05
"City_Kochi, India",1.8675644183981497e-05
"City_Ratangarh, India",1.8466579892494994e-05
"City_Kamareddy, India",1.8453186092202172e-05
"City_Jodhpur, India",1.8388420246945835e-05
"City_Rewari, India",1.834101818006915e-05
"City_Indore, India",1.8326483514179982e-05
"City_Bagaha, India",1.8264498133698857e-05
"City_Siruguppa, India",1.82587461979436e-05
"City_Karimnagar, India",1.825501414307207e-05
"City_Vaniyambadi, India",1.8134198875361518e-05
"City_Bokaro Steel City, India",1.8121486984758425e-05
"City_Bhongir, India",1.8097464059039947e-05
"City_Valsad, India",1.805829220574931e-05
"City_Pathanamthitta, India",1.7944742266112703e-05
"City_Shahabad Rampur, India",1.7786888509178364e-05
"City_Ankleshwar, India",1.7745860771378417e-05
"City_Bapatla, India",1.7553644165699368e-05
"City_Hisar, India",1.7468512356267272e-05
"City_Sirsaganj, India",1.7369571326631515e-05
"City_Navsari, India",1.7322487001413644e-05
"City_Jind, India",1.7303319458338326e-05
"City_Jalandhar Cantt., India",1.7162167295814906e-05
"City_Vyara, India",1.7062380133865175e-05
"City_Nainital, India",1.7021794216924437e-05
"City_Mahalingapura, India",1.696563599133093e-05
"City_Warangal, India",1.693842663336969e-05
"City_Dehradun, India",1.6899762695052915e-05
"City_Phagwara, India",1.680189965850246e-05
"City_Karnal, India",1.6696019173779014e-05
"City_Mangaluru, India",1.668655902827209e-05
"City_Thanesar, India",1.6665190386810176e-05
"City_Nagapattinam, India",1.6655486422121856e-05
"City_Sunam, India",1.630707742341026e-05
"City_Anakapalle, India",1.6303841612356655e-05
"City_Talcher, India",1.6185354434357208e-05
"City_North Lakhimpur, India",1.61017204333254e-05
"City_Narkatiaganj, India",1.6055302158821114e-05
"City_Palwancha, India",1.5956493141595628e-05
"City_Madhubani, India",1.5877772517640522e-05
"City_Sira, India",1.578869332989835e-05
"City_Nanded-Waghala, India",1.56747636110295e-05
"City_Rasipuram, India",1.5635881685360113e-05
"City_Sitapur, India",1.562333156757e-05
"City_Hardwar, India",1.5524612706525374e-05
"City_Aruppukkottai, India",1.5357483435968465e-05
"City_Manuguru, India",1.522381461672828e-05
"City_Nirmal, India",1.5131728108952374e-05
"City_Adoor, India",1.503503961071338e-05
"City_Samastipur, India",1.4888754761552726e-05
"City_Seoni-Malwa, India",1.47724144643687e-05
"City_Rampur, India",1.4679779579421172e-05
"City_Sattenapalle, India",1.4615933273946495e-05
"City_Pathankot, India",1.4596290437098771e-05
"City_Rajnandgaon, India",1.4589807335582342e-05
"City_Malout, India",1.4547776942154697e-05
"City_Araria, India",1.441567728349062e-05
"City_Chirkunda, India",1.4300750994494346e-05
"City_Uchgaon, India",1.4257549125237815e-05
"City_Ramachandrapuram, India",1.4225515494523866e-05
"City_Raghogarh-Vijaypur, India",1.415604815623002e-05
"City_Lumding, India",1.4102500595780775e-05
"City_Memari, India",1.3944140717131016e-05
"City_Navi Mumbai, India",1.3907807817438321e-05
"City_Pondicherry, India",1.3854177219205432e-05
"City_Alirajpur, India",1.384113625739915e-05
"City_Tinsukia, India",1.3790242814465071e-05
"City_Arakkonam, India",1.3713929604278946e-05
"City_Hubli-Dharwad, India",1.3676658499797976e-05
"City_Vaijapur, India",1.362375911547001e-05
"City_Mandi, India",1.3523790876354216e-05
"City_Uthamapalayam, India",1.345670723623057e-05
"City_Gokak, India",1.3446528289829969e-05
"City_Gangarampur, India",1.3350359300829196e-05
"City_Yerraguntla, India",1.333130616657021e-05
"City_Manmad, India",1.3272322432909102e-05
"City_Thana Bhawan, India",1.3233397873119129e-05
"City_Patan, India",1.3225872734022326e-05
"City_Malavalli, India",1.3172242892105971e-05
"City_Sanduru, India",1.3133183465479036e-05
"City_Theni Allinagaram, India",1.3107177946041103e-05
"City_Nandurbar, India",1.2992294194511272e-05
"City_Shahdol, India",1.2875673607788353e-05
"City_Tirunelveli, India",1.2805409231602192e-05
"City_Nizamabad, India",1.2725025008009257e-05
"City_Viluppuram, India",1.2701724811934297e-05
"City_Chandausi, India",1.2626706750352768e-05
"City_Modinagar, India",1.2616888456030868e-05
"City_Adityapur, India",1.2585909105598388e-05
"City_Jamnagar, India",1.240159550989225e-05
"City_Thakurdwara, India",1.2286283693962797e-05
"City_Wardha, India",1.2178225089654997e-05
"City_Narayanpet, India",1.2177058940929674e-05
"City_Narasapuram, India",1.2065961466866635e-05
"City_Malaj Khand, India",1.1899217861349884e-05
"City_Shahbad, India",1.1851946755925785e-05
"City_Baleshwar Town, India",1.1820647187670866e-05
"City_Ramanagaram, India",1.1708089837778044e-05
"City_Sonamukhi, India",1.1504001964631554e-05
"City_Modasa, India",1.1453328380328963e-05
"City_Barpeta, India",1.1308339131222032e-05
"City_Bilaspur, India",1.1264702361912104e-05
"City_Dhamtari, India",1.1253829539958513e-05
"City_Mangrol, India",1.1240340006926401e-05
"City_Rayadurg, India",1.1226198145164151e-05
"City_Raurkela, India",1.1178852194341014e-05
"City_Tenali, India",1.1093839672749639e-05
"City_Nahan, India",1.095973384493985e-05
"City_Shikarpur Bulandshahr, India",1.0700177327256546e-05
"City_Paschim Punropara, India",1.0670547631417438e-05
"City_Solapur, India",1.0532264981314538e-05
"City_Kathua, India",1.0528822390926036e-05
"City_Ludhiana, India",1.0438096121403447e-05
"City_Kozhikode, India",1.0423518031448026e-05
"City_Sardhana, India",1.0306195606004163e-05
"City_Kadi, India",1.027296261265477e-05
"City_Sohna, India",1.0264407948428534e-05
"City_Murtijapur, India",1.0261379010879155e-05
"City_Mandsaur, India",1.0246344245143001e-05
"City_Kovvur, India",1.0238213557390804e-05
"City_Ramanathapuram, India",1.0114702420849996e-05
"City_Sasvad, India",1.0096421865480769e-05
"City_Madhugiri, India",1.0034713789961781e-05
"City_Bhilwara, India",1.0002388120876824e-05
"City_Jamalpur, India",9.801197799425303e-06
"City_Dhenkanal, India",9.761214981021326e-06
"City_Jamshedpur, India",9.698980207148651e-06
"City_Bahraich, India",9.545878155873643e-06
"City_Umarkhed, India",9.487129330682932e-06
"City_Pollachi, India",9.473087578938155e-06
"City_Gadwal, India",9.438596027573437e-06
"City_Tikamgarh, India",9.433254982184583e-06
"City_Nehtaur, India",9.390677544935958e-06
"City_Rajgarh (Churu), India",9.25838671719903e-06
"City_Faridabad, India",9.15745493919077e-06
"City_Sheikhpura, India",9.141626433830343e-06
"City_Naharlagun, India",9.093769025596962e-06
"City_Kadiri, India",9.082246679768677e-06
"City_Nandura, India",9.043351105092753e-06
"City_Manglaur, India",8.908613491847477e-06
"City_Sojat, India",8.790420233748474e-06
"City_Vijayawada, India",8.633199800314772e-06
"City_Talikota, India",8.504222217396726e-06
"City_Ramngarh, India",8.294822573817128e-06
"City_Lahar, India",8.252569446312434e-06
"City_Ladnu, India",8.178866370851855e-06
"City_Guntakal, India",8.012339022508862e-06
"City_Umbergaon, India",7.902964008217321e-06
"City_Vikramasingapuram, India",7.826524596942764e-06
"City_Sircilla, India",7.573907015228124e-06
"City_Hoshiarpur, India",7.512861603553036e-06
"City_Radhanpur, India",7.444577239734947e-06
"City_Gudur, India",7.395481378791796e-06
"City_Sagara, India",7.3057049842891e-06
"City_Wadi, India",7.251457145001187e-06
"City_Nabarangapur, India",7.185913487200307e-06
"City_Sikandra Rao, India",7.180721821136115e-06
"City_Shahabad Hardoi, India",7.141535210437721e-06
"City_Mahe, India",7.054016827997022e-06
"City_Pudukkottai, India",6.982955048920268e-06
"City_Shimla, India",6.932251831078942e-06
"City_Siliguri, India",6.2712080056120486e-06
"City_Pandharkaoda, India",6.206700799092199e-06
"City_Hindupur, India",6.148830913301671e-06
"City_Pattukkottai, India",6.070181027125383e-06
"City_Palwal, India",5.912877308095918e-06
"City_Samana, India",5.821657944994329e-06
"City_Robertsganj, India",5.785657293671388e-06
"City_Yadgir, India",5.680465825146514e-06
"City_Bhawanipatna, India",5.678435123991504e-06
"City_Narsipatnam, India",5.490059803157979e-06
"City_Salem, India",5.331437406972637e-06
"City_Panchkula, India",5.141595573500906e-06
"City_Ladwa, India",4.869341416477493e-06
"City_Tirukkoyilur, India",4.812517139904057e-06
"City_Gaya, India",4.74827211897393e-06
"City_Soron, India",4.6679143506468405e-06
"City_Patratu, India",4.667394025244943e-06
"City_Nakodar, India",4.528183856732885e-06
"City_Uran, India",4.466831331790731e-06
"City_Rajakhera, India",4.429165145880655e-06
"City_Morena, India",4.284833866812245e-06
"City_Farooqnagar, India",4.1411211429199784e-06
"City_Amritsar, India",4.0245369395981616e-06
"City_Kannur, India",4.007029328697304e-06
"City_Ganjbasoda, India",3.9350000112572e-06
"City_Nagina, India",3.934402367937537e-06
"City_Muktsar, India",3.9136918404348866e-06
"City_Gurdaspur, India",3.6229087893867735e-06
"City_Pappinisseri, India",3.6087707060024385e-06
"City_Umarga, India",3.472144913331968e-06
"City_Lunglei, India",3.4509938044654718e-06
"City_Dhubri, India",3.3274264384166154e-06
"City_Lakhimpur, India",3.2046564678083762e-06
"City_Muvattupuzha, India",3.1792321875977642e-06
"City_Bhavnagar, India",3.082668814352585e-06
"City_Yevla, India",3.076746557423285e-06
"City_Nimbahera, India",3.030758856321283e-06
"City_Deesa, India",2.9857362020839332e-06
"City_Talegaon Dabhade, India",2.942701567261593e-06
"City_Shahpur, India",2.7606348648095637e-06
"City_Sirsi, India",2.679605254627708e-06
"City_Ranebennuru, India",2.6483959787374336e-06
"City_Pernampattu, India",2.6086137442477497e-06
"City_Padrauna, India",2.5327316138875797e-06
"City_Sahaswan, India",2.4495230055663355e-06
"City_Bhatapara, India",2.3944054860377515e-06
"City_Ranibennur, India",2.028393739597056e-06
"City_Parlakhemundi, India",1.944708191278049e-06
"City_Ratlam, India",1.8850470730307716e-06
"City_Pipariya, India",1.8658378132504876e-06
"City_Dalli-Rajhara, India",1.8455514763397344e-06
"City_Puri, India",1.8244528370989417e-06
"City_Nohar, India",1.6930143219494743e-06
"City_Viramgam, India",1.5962719806252794e-06
"City_Shikaripur, India",1.5821887297078213e-06
"City_Neyyattinkara, India",1.4597764679362743e-06
"City_Nellikuppam, India",1.457527149334086e-06
"City_Rajpura, India",1.4024113881445713e-06
"City_Nedumangad, India",1.4002982800115953e-06
"City_Azamgarh, India",1.3976915434319086e-06
"City_Gumia, India",1.3782375618085656e-06
"City_Murshidabad, India",1.3767060959242077e-06
"City_Gwalior, India",1.3762135579742613e-06
"City_Nadiad, India",1.3424246040919712e-06
"City_Miryalaguda, India",1.31784581463154e-06
"City_Sihor, India",1.2032471731763689e-06
"City_Sherghati, India",1.1930481199254619e-06
Card Type_Classic,1.1806872081278075e-06
"City_Nandyal, India",1.1791789718350217e-06
"City_Tiruvethipuram, India",1.1556650169036551e-06
"City_Taki, India",1.14803864293979e-06
"City_Udhampur, India",1.1353808545478804e-06
"City_Tharamangalam, India",1.1199785901806996e-06
"City_Tiruchendur, India",1.117146065158847e-06
"City_Panaji, India",1.0168094715683565e-06
"City_Shivpuri, India",9.550726112020422e-07
"City_Wani, India",9.407225187529764e-07
"City_Mavelikkara, India",9.283356720358069e-07
"City_Manvi, India",9.271860727303271e-07
"City_Madhepura, India",8.705380280982928e-07
"City_Tekkalakote, India",8.510788828393839e-07
"City_Vellore, India",8.478180142901367e-07
"City_Punganur, India",8.024344625152496e-07
"City_Ahmednagar, India",7.913825307523331e-07
"City_Malpura, India",7.035247579580569e-07
"City_Dumka, India",6.903225252143213e-07
"City_Sirohi, India",6.803681537736203e-07
"City_Pathri, India",6.344877171276128e-07
"City_Fazilka, India",5.850610018682574e-07
"City_Forbesganj, India",5.741674137549693e-07
"City_Kothagudem, India",5.728176001863071e-07
"City_Arrah, India",5.533714096172729e-07
"City_Anjangaon, India",5.01050798187748e-07
"City_Sanawad, India",4.4719205332437254e-07
"City_Lachhmangarh, India",4.365897435906032e-07
"City_Ratnagiri, India",4.2739816487115045e-07
"City_Nathdwara, India",4.1838881889599217e-07
"City_Sathyamangalam, India",4.172413335212915e-07
"City_Neemuch, India",3.948161132167993e-07
"City_Nongstoin, India",3.85384842454145e-07
"City_Warisaliganj, India",3.606242546005173e-07
"City_Kyathampalle, India",3.59319670308304e-07
"City_Pilkhuwa, India",3.2807705515319456e-07
"City_Ambikapur, India",3.200954683981834e-07
"City_Ongole, India",2.6015785031819164e-07
"City_Gopalganj, India",2.563798695306856e-07
"City_Mandamarri, India",2.5067026287378506e-07
"City_Satna, India",2.411140358330477e-07
"City_Paradip, India",2.080825507543902e-07
"City_Tonk, India",2.0670764460686923e-07
"City_Pedana, India",1.9049515255946344e-07
"City_Silchar, India",1.8807488072261951e-07
"City_Mandapeta, India",1.8142733167962372e-07
"City_Kavali, India",1.6426831927268248e-07
"City_Mandya, India",1.5859240758345018e-07
Exp Type_Home,1.5294335863936167e-07
"City_Srikakulam, India",1.46447008468531e-07
"City_Arvi, India",1.4505124530682517e-07
"City_Thangadh, India",1.2690032737951642e-07
"City_Saundatti-Yellamma, India",1.2581953656859155e-07
"City_Sibsagar, India",1.1360924753969632e-07
"City_Dhuri, India",1.086989394116305e-07
"City_Soro, India",8.722455118149623e-08
"City_Orai, India",7.560230263205269e-08
"City_Sundargarh, India",7.01718926642178e-08
"City_Seohara, India",4.500917574230765e-08
"City_Umaria, India",4.4432122095105716e-08
"City_Nandivaram-Guduvancheri, India",4.153679643373726e-08
"City_Amalner, India",3.1731395576038326e-08
"City_Sawai Madhopur, India",2.97002573238169e-08
"City_Varanasi, India",2.462955857140582e-08
"City_Suratgarh, India",1.6312850044164795e-08
"City_Masaurhi, India",1.5291844277838333e-08
"City_Wankaner, India",9.805707218409637e-09
"City_Hansi, India",7.821293321753118e-09
"City_Shamsabad Agra, India",6.4405886276564256e-09
"City_Thiruvalla, India",6.227430147466953e-09
"City_Simdega, India",4.478299959568859e-09
"City_Malappuram, India",3.830682068225328e-09
"City_Namakkal, India",3.3125484900871267e-09
"City_Ujhani, India",2.5156980609971157e-09
"City_Shillong, India",1.068881917248666e-09
"City_Sangaria, India",8.626778993984655e-10
"City_Shirur, India",4.5923475831762233e-20
"City_Nelamangala, India",3.409440082158028e-20
"City_Repalle, India",5.849972956749907e-21
"City_Jagraon, India",0.0
"City_Jagtial, India",0.0
"City_Peringathur, India",0.0
"City_Mussoorie, India",0.0
"City_Mapusa, India",0.0
"City_Perumbavoor, India",0.0
"City_Palakkad, India",0.0
"City_Anjar, India",0.0
transaction_hour,0.0
